,Title,Author,ISBN Valid,Publisher,Subjects,i,description,categories,average_rating,ratings_count,page_count,language
49,Coming in /,"Font, Elodie",9782228929097; 2228929093,Arte Editions; Editions Payot & Rivages,"Homosexuality--psychology; Homosexuality, Female--psychology; Self Concept; Graphic Novel; Homosexualité; Coming out; Acceptation de soi; Lesbianisme; Lesbiennes; Romans graphiques",49,"Le récit bouleversant et drôle de l'acceptation de son homosexualité par une jeune fille, de ses 15 ans à ses 30 ans, sous la forme d'un roman graphique poétique et sensible. Quand on évoque l'homosexualité, on pense souvent au ""coming out"", ce moment où l'on s'ouvre à nos proches de notre différence. Dans mon cas, le plus difficile a été de me le dire à moi-même, de faire le deuil de tout ce que j'avais projeté, de faire le deuil de mon hétérosexualité. D'oser, enfin, être celle que j'étais depuis toujours. De faire mon ""coming in"". ""Coming in"" raconte une quête d'identité impérieuse, vitale : le déni de soi d'abord, la souffrance infinie qui en découle, jusqu'à la libération et la jouissance d'être soi-même, quand le moi social et le moi intime s'alignent, enfin.",Coming out (Sexual orientation),,,0.0,fr
50,Les héros de l'étoffe : la fabuleuse histoire du textile /,"Laliberté, Séverine, 1973-",9782368465196; 2368465197,Cité sciences et industrie; Steinkis,Vêtements--Histoire; Mode--Histoire; Textiles et tissus--Histoire; Bandes dessinées,50,"Imaginez un salon du textile se jouant de l’espace et du temps : s’y croisent Karl Lagerfeld, Michael Jordan, Jean-Baptiste Colbert, Ötzi, une influenceuse, Adam Smith, une ouvrière textile indienne, le roi Arthur... Loin de découler de quelques innovations d’inventeurs géniaux, l’industrialisation du monde fut un processus de longue durée, modelé par les inégalités, l’accès aux ressources naturelles et des luttes sociales et politiques. Les héros de l’étoffe offre une plongée, sous la conduite d’Audrey Millet, l’historienne, et Pétronille Griffon, l’archéologue, dans une histoire qui est aussi celle de l’humanité, du Paléolithique à la fast fashion... 4e de couv.",,,,0.0,fr
51,Le bébé des Buttes-Chaumont /,"Tardi, Jacques",9782203013131; 2203013133,Casterman,Bandes dessinées,51,"Grâce à Honoré Fia, son illustrateur de beau-frère, Adèle échappe au poison du Docteur Chou, qui transforme son prochain en bovin écervelé. Mais elle n'est pas tirée d'affaire pour autant, puisqu'un autre danger la guette, des clones explosifs, qui lui ressemblant comme deux gouttes d'eau et se font sauter aux côtés de pontes du gouvernement lui pour faire porter le chapeau ! [Payot.ch]",,,,0.0,fr
52,Ascension /,"Sakamoto, Shin'ichi, 1972-",9782756016641; 2756016640; 9782756020433; 2756020435; 9782756020440; 2756020443; 9782756020457; 2756020451; 9782756020464; 275602046X; 9782756020471; 2756020478; 9782756022499; 2756022497; 9782756024851; 2756024856; 9782756024868; 2756024864; 978275602487,Delcourt,Bandes dessinées; Mangas,52,"Buntarô Mori n'aime que la solitude. Transféré dans un nouveau lycée, son existence sans saveur est bouleversés quand un camarade, fan d'escalade, lui lance un défi insensé: entreprendre l'ascension d'un bâtiment scolaire sans matériel ni préparation, Buntarô atteint le toit et se sent réellement vivant pour la première fois de sa vie. L'appel de la grimpe sera désormais plus fort que tout. Se rapprocher du ciel pour se sentir vivant.",,,,215.0,fr
53,Fullmetal alchemist /,"Arakawa, Hiromu, 1973-",9782351420171; 2351420179; 9782351420188; 2351420187; 9782351420195; 2351420195; 9782351420416; 2351420411; 2351420454; 9782351420454; 2351420462; 9782351420461; 2351420470; 9782351420478; 2351420489; 9782351420485; 2351420497; 9782351420492; 978235142147,Kurokawa,Shônen; Mangas; Bandes dessinées,53,"En voulant ressusciter leur mère, Edward et Alphonse Elric vont utiliser une technique interdite relevant du domaine de l'alchimie - la transmutation humaine. Seulement, l'expérience va mal tourner - Edward perd un bras et une jambe et Alphonse son corps, son esprit se retrouvant prisonnier d'une armure. Devenu un alchimiste d'Etat, Edward, surnommé 'FullMetal Alchimiste', se lance, avec l'aide de son frère, à la recherche de la pierre philosophale, leur seule chance de retrouver leur état initial. Ils commencent à enquêter sur un étrange homme, 'le fondateur' qui passe pour un faiseur de miracles.",,,,179.0,fr
54,Pil /,"Yamazaki, Mari",9782203066427; 2203066423,Casterman,Bandes dessinées; Mangas,54,"Début des années 80, au Japon. Nanami, adolescente très énergique, vit seule dans la maison familiale avec son grand-père Tokushirô, un vieil homme jouisseur et fantasque. Contrainte de partager son temps entre ses études dans un lycée qu'elle considère comme une prison étouffante, et sa lutte incessante contre les lubies de son aïeul prompt à dilapider le peu d'argent dont ils disposent, la jeune fille rêve de l'Angleterre et vibre pour les groupes punk qui occupent alors le devant de la scène rock internationale, à l'instar de son groupe fétiche : P.I.L. Porté par des accents d'authenticité qui soulignent sa probable dimension autobiographique, PIL tient avec tendresse et drôlerie la chronique de cette relation singulière et de l'amour qui unit ces deux personnages tout aussi attachants que peu ordinaires.",,,,186.0,fr
55,Goán tau chez moi /,"Li-Chin, Li 1973-....",2369902965; 9782369902966,Çà et là,Bandes dessinées,55,,,,,196.0,fr
56,Soixante printemps en hiver /,"Jongh, Aimée de, 1988-",9.79103E+12,Dupuis,Minorités sexuelles; Bandes dessinées,56,,,,,,
57,Python pour les SHS : introduction à la programmation pour le traitement de données /,"Schultz, Emilien, 1987-",9782753581067; 2753581061,Presses universitaires de Rennes,Sciences humaines--Recherche--Informatique; Sciences sociales--Informatique; Python (langage de programmation); Python (Computer program language),57,,,,,333.0,fr
58,A silent voice /,"Oima, Yoshitoki, 1989-",9782355927713; 2355927715; 9782355927942; 2355927944; 9782355928222; 2355928223; 9782355928390; 2355928398; 9782355928659; 2355928657; 9782355929083; 2355929084; 9782355929328; 2355929327,Ki-oon,Surdité; Harcèlement en milieu scolaire; Mangas; Bandes dessinées,58,"Shoko Nishimiya est sourde depuis la naissance. Même équipée d'un appareil auditif, elle peine à saisir les conversations, à comprendre ce qui se passe autour d'elle. Effrayé par ce handicap, son père a fini par l'abandonner, laissant sa mère l'élever seule. Quand Shoko est transférée dans une nouvelle école, elle fait de son mieux pour dépasser ce handicap, mais malgré ses efforts pour s'intégrer dans ce nouvel environnement, rien n'y fait : les persécutions se multiplient, menées par Shoya Ishida, le leader de la classe. Tour à tour intrigué, fasciné, puis finalement exaspéré par cette jeune fille qui ne sait pas communiquer avec sa voix, Shoya décide de consacrer toute son énergie à lui rendre la vie impossible. Tour à tour psychologiques puis physiques, les agressions du jeune garçon se font de plus en plus violentes... jusqu'au jour où la brimade de trop provoque une plainte de la famille de Shoko, ainsi que l'intervention du directeur de l'école. Ce jour-là, tout bascule pour Shoya : ses camarades, qui jusqu'ici ne manquaient pas eux non plus une occasion de tourmenter la jeune fille, vont se retourner contre lui et le désigner comme seul responsable... Publié sous la forme d'une nouvelle de 60 pages en 2011, A Silent Voice réussit l'exploit retentissant de se placer numéro 1 du vote des lecteurs du Bessatsu Shonen Magazine (Kodansha) devant le best-seller du moment au Japon, L'Attaque des Titans. Ce tour de force lui vaudra d'être décliné en série, et de s'imposer comme un véritable phénomène de société. Un manga pas comme les autres, qui réussit avec brio à parler de handicap dans un magazine shonen, de manière juste et touchante !",,,,192.0,fr
59,L'appel de Néron /,"Yamazaki, Mari",9782203132436; 2203132434,Castermann,Bandes dessinées,59,"Pline l'Ancien, de son vrai nom Gaius Plinius Secundus, est né en l'an 23 et mort en l'an 79 de notre ère. II est le plus grand naturaliste de l'Histoire. Il incarne à lui seul l'âme romaine, qui prise l'ouverture, l'érudition et l'action. Son insatiable curiosité a guidé l'écriture de son Histoire naturelle, véritable traité de l'univers connu, abordant aussi bien l'astronomie que la géographie, la zoologie, la botanique ou encore l'art pictural et la sculpture. Considérée comme ""l'encyclopédie parmi les encyclopédies"", l'Histoire naturelle a exercé une influence considérable sur les savants qui ont vécu après Pline.",,,,192.0,fr
60,"Connaissez-vous vraiment Internet ? : protocoles, sécurité, censure, gouvernance... /",,9782416007279; 2416007270,Editions Eyrolles,Internet; Internet--Gestion; Internet--Droit; Systèmes informatiques--Mesures de sûreté,60,"Même si Internet a profondément changé la communication interpersonnelle, très peu d'entre nous savent comment il fonctionne réellement. Sous quelle forme l'information est véhiculée ? Qui le contrôle ? Peut-on vraiment surfer de manière anonyme ? Ce livre répondra à toutes ces questions - et à beaucoup d'autres - de manière claire et accessible, avec à l'appui les dessins facétieux d'Ulrike Uhlig. Parmi les thèmes abordés dans cet ouvrage, vous en saurez plus sur : les noeuds, paquets et protocoles ; les techniques de cryptographie qui garantissent l'intégrité de vos données ; la censure et les moyens de la contourner ; la cybernétique, les algorithmes et la prise de décision des ordinateurs ; la centralisation du pouvoir d'Internet et son impact sur la démocratie ; la gouvernance d'Internet et les moyens d'y participer. Ce livre est également un appel à l'action pour tous ceux qui souhaitent s'engager individuellement dans la gouvernance d'Internet car, rappelons-le, ce réseau appartient à tout le monde !",,,,0.0,fr
61,Hoodoo darlin' /,"Bischoff, Léonie",9782203047037; 2203047038,KSTR-Casterman,Bandes dessinées,61,,,,,128.0,fr
62,Les médias en Suisse /,"Haver, Gianni",9782606021603; 2606021606,Editions Loisirs et Pédagogie,Médias--Suisse; Médias et opinion publique; Société médiatique; Médias--Histoire,62,,,,,,fr
63,Bonjour Bonsoir /,Vamille,9782889084517; 2889084515,La Joie de lire,Bandes dessinées,63,,,,,40.0,fr
64,Journal inquiet d'Istanbul /,"Karabulut, Ersin",9782205085761; 220508576X,Dargaud,Bandes dessinées,64,"L'histoire vraie d'Ersin Karabulut, célèbre artiste de bande dessinée turc ; son parcours des banlieues déshéritées d'Istanbul aux sommets de l'édition et de la presse satirique ; comment il vécut, parfois en première ligne, les bouleversements et l'agitation politique de son pays, une Turquie transitant lentement d'une démocratie à un régime autoritaire. En même temps qu'il raconte son parcours d'artiste et de citoyen lambda, Ersin Karabulut dresse le portrait d'un pays tiraillé par des antagonismes politiques et sociétaux profonds, dont l'histoire récente est faite de coup d'états, d'espoir, de désillusion et de drames.",Cartoonists,,,0.0,fr
65,Le design des bibliothèques publiques  /,"Beudon, Nicolas",9.79109E+12,Editions Klog,Libraries; Architecture; Marchandisage; Bibliothèques publiques; Bibliothèques--Activités culturelles; Bibliothèques--Services aux publics; Bibliothèques (constructions)--Aménagement,65,,,,,,
66,Contrition /,"Portela, Carlos, 1967-.....",2207169456; 9782207169452,Denoël,Délinquants sexuels; Bandes dessinées policières; Bandes dessinées,66,"La loi restrictive de Floride interdit à tout individu condamné pour délit sexuel de vivre à moins de 1000 pieds d'un endroit où étudient ou jouent les enfants. C'est ce qui fait de Contrition Village un terrible ghetto de pédocriminels, violeurs et harceleurs. Et, forcément, quand une mort bizarre par immolation frappe l'un de ses résidents, l'enquête ne peut prendre qu'un tour de plus en plus noir à mesure qu'elle s'enfonce dans les ténèbres d'une Amérique hantée par le péché.",,,,0.0,fr
67,Les contraceptés : enquête sur le dernier tabou /,"Daudin, Guillaume",9782368464304; 2368464301,Steinkis,"Contraceptive Devices, Male; Contraception; Contraception masculine; Bandes dessinées; Graphic Novel",67,,,,,143.0,fr
68,Formose /,"Li-Chin, Li 1973-....",9782916207629; 2916207627,Cà et là,Bandes dessinées,68,"Li-Chin Lin, née en 1973 dans la campagne taïwanaise, vit en France depuis maintenant dix ans. Dans cette autobiographie, elle raconte son enfance tiraillée entre la culture de sa famille et la doxa officielle. Elle montre comment le régime dictatorial du Kuomintang a dirigé l'île d'une main de fer quasiment sans interruption depuis 1949, pratiquant un endoctrinement quotidien de la population taïwanaise en général et des enfants en particulier. Confrontée dès son plus jeune âge aux contradictions du régime, Li-Chin Lin fait partie de la génération marquée par le soulèvement de Tian'anmen, qui sera amenée à remettre en question le culte de la personnalité de Chiang Kaï-Chek et du parti unique.",,,,256.0,fr
